frame_index,sharpness
193,31.49767553770382
194,35.46112629895389
195,33.31675864901199
196,33.12628399749927
197,28.275729165375857
198,26.498290892374115
199,30.3708634740282
200,29.001847752439616
201,24.97834381287173
202,20.378336467955137
203,31.4226320162183
204,30.255253781950387
205,23.045282092958615
206,29.991728033217704
207,28.407602478527597
208,34.07260728683431
209,28.370331306596825
210,28.157490113755852
211,30.67244333405671
212,30.150573398730852
213,36.33885331648767
214,31.534426600200614
215,34.1045808004213
216,33.52676407659217
217,37.374117476844816
218,26.878860187461562
219,31.121879213667377
220,31.4450981299297
221,34.620157081235604
222,33.805468860860984
223,40.030607133778496
224,35.05580523832518
225,38.19632244608929
226,30.985527462642835
227,31.075856109363766
228,28.35119261182318
229,34.421298946589346
230,27.35750289067881
231,29.785567604008893
232,28.970627156909895
233,28.94697722032126
234,25.856251197103923
235,26.633112339045226
236,17.79610760260675
237,31.587703379860486
238,27.843388184579247
239,30.809464805876164
240,30.560786189589905
241,37.07190850747191
242,32.74475706389242
243,34.07358636934534
244,32.520355894024846
245,35.6708190812327
246,32.8017627524512
247,34.384008004341595
248,32.83975813912576
249,38.06732553941248
250,40.89420524659519
251,32.59884246966862
252,35.69521339493577
253,36.4033569570922
254,33.817731109657146
255,40.00257268589159
256,34.65136380520341
257,35.91477803052619
258,32.60023316927885
259,36.613349003509626
260,30.9438003942419
261,34.0037720526015
262,30.287961076480205
263,28.908285343308606
264,30.44946409050688
265,30.997159029029405
266,30.24613471828903
267,22.54114727810268
268,19.744885340738303
269,27.59074978227618
270,27.11395555182701
271,24.82553011666744
272,12.359042725344056
273,29.8991786009699
274,26.83621792267635
275,29.190211463833506
276,25.771049123551002
277,27.181695834538438
278,23.810862990960377
279,28.21543378582788
280,29.445050031735406
281,27.217571724570437
282,27.660168419990125
283,31.774229479079366
284,26.838933491747923
285,28.395585086816098
286,30.099584295934715
287,28.794586707384862
288,32.5520531922056
289,30.044001494031967
290,27.330599800959305
291,31.856059629494887
292,24.439434917514475
293,33.95923357464231
294,28.563907207585817
295,27.33764141053447
296,26.920135145229402
297,28.602150109664205
298,31.983566019086485
299,10.552077634023735
